Rep,Treatment,Line2,Line,Line3,Generation,T,Red,White,CFU,ratioRW,log2ratio
1,Single-Clone,m1,1,1,0,0,291,0,291,NA,NA
1,Single-Clone,p2,2,2,0,0,0,276.5,276.5,0,NA
1,Single-Clone,m4,4,3,0,0,182.5,0,182.5,NA,NA
1,Single-Clone,m5,-5,4,0,0,329,0,329,NA,NA
1,Single-Clone,p5,5,5,0,0,0,162,162,0,NA
1,Single-Clone,m6,6,6,0,0,291,0,291,NA,NA
1,Single-Population,m1,1,1,0,0,263.5,0,263.5,NA,NA
1,Single-Population,p2,2,2,0,0,0,264.5,264.5,0,NA
1,Single-Population,m4,4,3,0,0,227,0,227,NA,NA
1,Single-Population,m5,-5,4,0,0,288,0,288,NA,NA
1,Single-Population,p5,5,5,0,0,0,226.5,226.5,0,NA
1,Single-Population,m6,6,6,0,0,253.5,0,253.5,NA,NA
1,Mixed-Clones,m1,1,1,0,0,230,82,312,2.804878049,1.487938046
1,Mixed-Clones,p2,2,2,0,0,186,75,261,2.48,1.310340121
1,Mixed-Clones,m4,4,3,0,0,204,75,279,2.72,1.443606651
1,Mixed-Clones,m5,-5,4,0,0,230,82,312,2.804878049,1.487938046
1,Mixed-Clones,p5,5,5,0,0,186,75,261,2.48,1.310340121
1,Mixed-Clones,m6,6,6,0,0,204,75,279,2.72,1.443606651
1,Mixed-Populations,m1,1,1,0,0,178,99,277,1.797979798,0.846376811
1,Mixed-Populations,p2,2,2,0,0,179,56,235,3.196428571,1.676460855
1,Mixed-Populations,m4,4,3,0,0,171,71,242,2.408450704,1.268105395
1,Mixed-Populations,m5,-5,4,0,0,178,99,277,1.797979798,0.846376811
1,Mixed-Populations,p5,5,5,0,0,179,56,235,3.196428571,1.676460855
1,Mixed-Populations,m6,6,6,0,0,171,71,242,2.408450704,1.268105395
2,Single-Clone,m1,1,7,0,0,291,0,291,NA,NA
2,Single-Clone,p2,2,8,0,0,0,276.5,276.5,0,NA
2,Single-Clone,m4,4,9,0,0,182.5,0,182.5,NA,NA
2,Single-Clone,m5,-5,10,0,0,329,0,329,NA,NA
2,Single-Clone,p5,5,11,0,0,0,162,162,0,NA
2,Single-Clone,m6,6,12,0,0,291,0,291,NA,NA
2,Single-Population,m1,1,7,0,0,263.5,0,263.5,NA,NA
2,Single-Population,p2,2,8,0,0,0,264.5,264.5,0,NA
2,Single-Population,m4,4,9,0,0,227,0,227,NA,NA
2,Single-Population,m5,-5,10,0,0,288,0,288,NA,NA
2,Single-Population,p5,5,11,0,0,0,226.5,226.5,0,NA
2,Single-Population,m6,6,12,0,0,253.5,0,253.5,NA,NA
2,Mixed-Clones,m1,1,7,0,0,230,82,312,2.804878049,1.487938046
2,Mixed-Clones,p2,2,8,0,0,186,75,261,2.48,1.310340121
2,Mixed-Clones,m4,4,9,0,0,204,75,279,2.72,1.443606651
2,Mixed-Clones,m5,-5,10,0,0,230,82,312,2.804878049,1.487938046
2,Mixed-Clones,p5,5,11,0,0,186,75,261,2.48,1.310340121
2,Mixed-Clones,m6,6,12,0,0,204,75,279,2.72,1.443606651
2,Mixed-Populations,m1,1,7,0,0,178,99,277,1.797979798,0.846376811
2,Mixed-Populations,p2,2,8,0,0,179,56,235,3.196428571,1.676460855
2,Mixed-Populations,m4,4,9,0,0,171,71,242,2.408450704,1.268105395
2,Mixed-Populations,m5,-5,10,0,0,178,99,277,1.797979798,0.846376811
2,Mixed-Populations,p5,5,11,0,0,179,56,235,3.196428571,1.676460855
2,Mixed-Populations,m6,6,12,0,0,171,71,242,2.408450704,1.268105395
3,Single-Clone,m1,1,13,0,0,291,0,291,NA,NA
3,Single-Clone,p2,2,14,0,0,0,276.5,276.5,0,NA
3,Single-Clone,m4,4,15,0,0,182.5,0,182.5,NA,NA
3,Single-Clone,m5,-5,16,0,0,329,0,329,NA,NA
3,Single-Clone,p5,5,17,0,0,0,162,162,0,NA
3,Single-Clone,m6,6,18,0,0,291,0,291,NA,NA
3,Single-Population,m1,1,13,0,0,263.5,0,263.5,NA,NA
3,Single-Population,p2,2,14,0,0,0,264.5,264.5,0,NA
3,Single-Population,m4,4,15,0,0,227,0,227,NA,NA
3,Single-Population,m5,-5,16,0,0,288,0,288,NA,NA
3,Single-Population,p5,5,17,0,0,0,226.5,226.5,0,NA
3,Single-Population,m6,6,18,0,0,253.5,0,253.5,NA,NA
3,Mixed-Clones,m1,1,13,0,0,230,82,312,2.804878049,1.487938046
3,Mixed-Clones,p2,2,14,0,0,186,75,261,2.48,1.310340121
3,Mixed-Clones,m4,4,15,0,0,204,75,279,2.72,1.443606651
3,Mixed-Clones,m5,-5,16,0,0,230,82,312,2.804878049,1.487938046
3,Mixed-Clones,p5,5,17,0,0,186,75,261,2.48,1.310340121
3,Mixed-Clones,m6,6,18,0,0,204,75,279,2.72,1.443606651
3,Mixed-Populations,m1,1,13,0,0,178,99,277,1.797979798,0.846376811
3,Mixed-Populations,p2,2,14,0,0,179,56,235,3.196428571,1.676460855
3,Mixed-Populations,m4,4,15,0,0,171,71,242,2.408450704,1.268105395
3,Mixed-Populations,m5,-5,16,0,0,178,99,277,1.797979798,0.846376811
3,Mixed-Populations,p5,5,17,0,0,179,56,235,3.196428571,1.676460855
3,Mixed-Populations,m6,6,18,0,0,171,71,242,2.408450704,1.268105395
1,Single-Clone,m1,1,1,6.64385619,1,367,NA,367,NA,NA
1,Single-Clone,p2,2,2,6.64385619,1,NA,333,333,NA,NA
1,Single-Clone,m4,4,3,6.64385619,1,120,NA,120,NA,NA
1,Single-Clone,m5,-5,4,6.64385619,1,325,NA,325,NA,NA
1,Single-Clone,p5,5,5,6.64385619,1,NA,321,321,NA,NA
1,Single-Clone,m6,6,6,6.64385619,1,196,NA,196,NA,NA
1,Single-Population,m1,1,1,6.64385619,1,388,NA,388,NA,NA
1,Single-Population,p2,2,2,6.64385619,1,NA,283,283,NA,NA
1,Single-Population,m4,4,3,6.64385619,1,89,NA,89,NA,NA
1,Single-Population,m5,-5,4,6.64385619,1,276,NA,276,NA,NA
1,Single-Population,p5,5,5,6.64385619,1,NA,265,265,NA,NA
1,Single-Population,m6,6,6,6.64385619,1,236,NA,236,NA,NA
1,Mixed-Clones,m1,1,1,6.64385619,1,218,154,372,1.415584416,0.501397785
1,Mixed-Clones,p2,2,2,6.64385619,1,248,187,435,1.326203209,0.407301851
1,Mixed-Clones,m4,4,3,6.64385619,1,250,167,417,1.497005988,0.582079992
1,Mixed-Clones,m5,-5,4,6.64385619,1,216,136,352,1.588235294,0.667424661
1,Mixed-Clones,p5,5,5,6.64385619,1,207,129,336,1.604651163,0.682259702
1,Mixed-Clones,m6,6,6,6.64385619,1,174,156,330,1.115384615,0.157541276
1,Mixed-Populations,m1,1,1,6.64385619,1,109,215,324,0.506976744,-0.980008525
1,Mixed-Populations,p2,2,2,6.64385619,1,94,178,272,0.528089888,-0.921144578
1,Mixed-Populations,m4,4,3,6.64385619,1,143,258,401,0.554263566,-0.851355918
1,Mixed-Populations,m5,-5,4,6.64385619,1,145,177,322,0.81920904,-0.287696459
1,Mixed-Populations,p5,5,5,6.64385619,1,105,181,286,0.580110497,-0.78560037
1,Mixed-Populations,m6,6,6,6.64385619,1,93,194,287,0.479381443,-1.060754032
2,Single-Clone,m1,1,7,6.64385619,1,399,NA,399,NA,NA
2,Single-Clone,p2,2,8,6.64385619,1,NA,293,293,NA,NA
2,Single-Clone,m4,4,9,6.64385619,1,123,NA,123,NA,NA
2,Single-Clone,m5,-5,10,6.64385619,1,370,NA,370,NA,NA
2,Single-Clone,p5,5,11,6.64385619,1,NA,408,408,NA,NA
2,Single-Clone,m6,6,12,6.64385619,1,227,NA,227,NA,NA
2,Single-Population,m1,1,7,6.64385619,1,319,NA,319,NA,NA
2,Single-Population,p2,2,8,6.64385619,1,NA,320,320,NA,NA
2,Single-Population,m4,4,9,6.64385619,1,111,NA,111,NA,NA
2,Single-Population,m5,-5,10,6.64385619,1,264,NA,264,NA,NA
2,Single-Population,p5,5,11,6.64385619,1,NA,272,272,NA,NA
2,Single-Population,m6,6,12,6.64385619,1,257,NA,257,NA,NA
2,Mixed-Clones,m1,1,7,6.64385619,1,190,236,426,0.805084746,-0.312787441
2,Mixed-Clones,p2,2,8,6.64385619,1,154,125,279,1.232,0.301002256
2,Mixed-Clones,m4,4,9,6.64385619,1,196,147,343,1.333333333,0.415037499
2,Mixed-Clones,m5,-5,10,6.64385619,1,171,142,313,1.204225352,0.268105395
2,Mixed-Clones,p5,5,11,6.64385619,1,200,124,324,1.612903226,0.68965988
2,Mixed-Clones,m6,6,12,6.64385619,1,140,83,223,1.686746988,0.754243586
2,Mixed-Populations,m1,1,7,6.64385619,1,111,202,313,0.54950495,-0.863795618
2,Mixed-Populations,p2,2,8,6.64385619,1,77,158,235,0.487341772,-1.036994208
2,Mixed-Populations,m4,4,9,6.64385619,1,107,177,284,0.604519774,-0.726138564
2,Mixed-Populations,m5,-5,10,6.64385619,1,109,191,300,0.570680628,-0.809244504
2,Mixed-Populations,p5,5,11,6.64385619,1,116,201,317,0.577114428,-0.793070696
2,Mixed-Populations,m6,6,12,6.64385619,1,116,234,350,0.495726496,-1.012383724
3,Single-Clone,m1,1,13,6.64385619,1,603,NA,603,NA,NA
3,Single-Clone,p2,2,14,6.64385619,1,NA,414,414,NA,NA
3,Single-Clone,m4,4,15,6.64385619,1,108,NA,108,NA,NA
3,Single-Clone,m5,-5,16,6.64385619,1,598,NA,598,NA,NA
3,Single-Clone,p5,5,17,6.64385619,1,NA,353,353,NA,NA
3,Single-Clone,m6,6,18,6.64385619,1,266,NA,266,NA,NA
3,Single-Population,m1,1,13,6.64385619,1,409,NA,409,NA,NA
3,Single-Population,p2,2,14,6.64385619,1,NA,387,387,NA,NA
3,Single-Population,m4,4,15,6.64385619,1,126,NA,126,NA,NA
3,Single-Population,m5,-5,16,6.64385619,1,364,NA,364,NA,NA
3,Single-Population,p5,5,17,6.64385619,1,NA,222,222,NA,NA
3,Single-Population,m6,6,18,6.64385619,1,307,NA,307,NA,NA
3,Mixed-Clones,m1,1,13,6.64385619,1,243,169,412,1.437869822,0.523933067
3,Mixed-Clones,p2,2,14,6.64385619,1,208,140,348,1.485714286,0.571156701
3,Mixed-Clones,m4,4,15,6.64385619,1,120,111,231,1.081081081,0.112474729
3,Mixed-Clones,m5,-5,16,6.64385619,1,211,144,355,1.465277778,0.551174187
3,Mixed-Clones,p5,5,17,6.64385619,1,232,196,428,1.183673469,0.243271151
3,Mixed-Clones,m6,6,18,6.64385619,1,212,147,359,1.442176871,0.52824811
3,Mixed-Populations,m1,1,13,6.64385619,1,139,250,389,0.556,-0.846843212
3,Mixed-Populations,p2,2,14,6.64385619,1,124,221,345,0.561085973,-0.833706249
3,Mixed-Populations,m4,4,15,6.64385619,1,118,259,377,0.455598456,-1.134165237
3,Mixed-Populations,m5,-5,16,6.64385619,1,102,192,294,0.53125,-0.912537159
3,Mixed-Populations,p5,5,17,6.64385619,1,106,219,325,0.484018265,-1.046866605
3,Mixed-Populations,m6,6,18,6.64385619,1,112,193,305,0.580310881,-0.785102115
1,Single-Clone,m1,1,1,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,19.93156857,3,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,19.93156857,3,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,19.93156857,3,83,128,211,0.6484375,-0.624960569
1,Mixed-Clones,p2,2,2,19.93156857,3,64,113,177,0.566371681,-0.820178963
1,Mixed-Clones,m4,4,3,19.93156857,3,69,130,199,0.530769231,-0.913843356
1,Mixed-Clones,m5,-5,4,19.93156857,3,35,57,92,0.614035088,-0.703606997
1,Mixed-Clones,p5,5,5,19.93156857,3,39,69,108,0.565217391,-0.823122239
1,Mixed-Clones,m6,6,6,19.93156857,3,69,105,174,0.657142857,-0.605721061
1,Mixed-Populations,m1,1,1,19.93156857,3,10,254,264,0.039370079,-4.666756582
1,Mixed-Populations,p2,2,2,19.93156857,3,10,189,199,0.052910053,-4.240314327
1,Mixed-Populations,m4,4,3,19.93156857,3,8,178,186,0.04494382,-4.475733438
1,Mixed-Populations,m5,-5,4,19.93156857,3,5,180,185,0.027777778,-5.16992499
1,Mixed-Populations,p5,5,5,19.93156857,3,13,283,296,0.045936396,-4.444218517
1,Mixed-Populations,m6,6,6,19.93156857,3,1,89,90,0.011235955,-6.475733438
2,Single-Clone,m1,1,7,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Clone,p2,2,8,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Clone,m4,4,9,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Clone,m5,-5,10,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Clone,p5,5,11,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Clone,m6,6,12,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Population,m1,1,7,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Population,p2,2,8,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Population,m4,4,9,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,19.93156857,3,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,19.93156857,3,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,19.93156857,3,139,117,256,1.188034188,0.248576353
2,Mixed-Clones,p2,2,8,19.93156857,3,83,117,200,0.709401709,-0.495325289
2,Mixed-Clones,m4,4,9,19.93156857,3,161,144,305,1.118055556,0.160991877
2,Mixed-Clones,m5,-5,10,19.93156857,3,38,49,87,0.775510204,-0.366782331
2,Mixed-Clones,p5,5,11,19.93156857,3,63,45,108,1.4,0.485426827
2,Mixed-Clones,m6,6,12,19.93156857,3,124,127,251,0.976377953,-0.034488376
2,Mixed-Populations,m1,1,7,19.93156857,3,14,334,348,0.041916168,-4.576349359
2,Mixed-Populations,p2,2,8,19.93156857,3,12,269,281,0.044609665,-4.486499876
2,Mixed-Populations,m4,4,9,19.93156857,3,25,348,373,0.07183908,-3.799087315
2,Mixed-Populations,m5,-5,10,19.93156857,3,2,76,78,0.026315789,-5.247927539
2,Mixed-Populations,p5,5,11,19.93156857,3,7,104,111,0.067307692,-3.893084803
2,Mixed-Populations,m6,6,12,19.93156857,3,14,270,284,0.051851852,-4.269460671
3,Single-Clone,m1,1,13,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Clone,p2,2,14,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Clone,m4,4,15,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Clone,m5,-5,16,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Clone,p5,5,17,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Clone,m6,6,18,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Population,m5,-5,16,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Population,p5,5,17,19.93156857,3,NA,NA,NA,NA,NA
3,Single-Population,m6,6,18,19.93156857,3,NA,NA,NA,NA,NA
3,Mixed-Clones,m1,1,13,19.93156857,3,156,145,301,1.075862069,0.105493129
3,Mixed-Clones,p2,2,14,19.93156857,3,142,154,296,0.922077922,-0.117039421
3,Mixed-Clones,m4,4,15,19.93156857,3,144,106,250,1.358490566,0.442004547
3,Mixed-Clones,m5,-5,16,19.93156857,3,140,111,251,1.261261261,0.33486715
3,Mixed-Clones,p5,5,17,19.93156857,3,127,112,239,1.133928571,0.181329764
3,Mixed-Clones,m6,6,18,19.93156857,3,149,121,270,1.231404959,0.300305284
3,Mixed-Populations,m1,1,13,19.93156857,3,23,385,408,0.05974026,-4.065152673
3,Mixed-Populations,p2,2,14,19.93156857,3,20,324,344,0.061728395,-4.017921909
3,Mixed-Populations,m4,4,15,19.93156857,3,14,370,384,0.037837838,-4.724026532
3,Mixed-Populations,m5,-5,16,19.93156857,3,14,336,350,0.041666667,-4.584962489
3,Mixed-Populations,p5,5,17,19.93156857,3,8,201,209,0.039800995,-4.651051692
3,Mixed-Populations,m6,6,18,19.93156857,3,11,283,294,0.038869258,-4.685226622
1,Single-Clone,m1,1,1,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,33.21928095,5,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,33.21928095,5,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,33.21928095,5,46,93,139,0.494623656,-1.015596855
1,Mixed-Clones,p2,2,2,33.21928095,5,112,128,240,0.875,-0.192645078
1,Mixed-Clones,m4,4,3,33.21928095,5,100,79,179,1.265822785,0.340075442
1,Mixed-Clones,m5,-5,4,33.21928095,5,154,122,276,1.262295082,0.336049203
1,Mixed-Clones,p5,5,5,33.21928095,5,197,138,335,1.427536232,0.513527363
1,Mixed-Clones,m6,6,6,33.21928095,5,192,227,419,0.845814978,-0.241585987
1,Mixed-Populations,m1,1,1,33.21928095,5,1,411,412,0.00243309,-8.682994598
1,Mixed-Populations,p2,2,2,33.21928095,5,3,355,358,0.008450704,-6.886712752
1,Mixed-Populations,m4,4,3,33.21928095,5,4,226,230,0.017699115,-5.820178966
1,Mixed-Populations,m5,-5,4,33.21928095,5,4,241,245,0.01659751,-5.912889369
1,Mixed-Populations,p5,5,5,33.21928095,5,1,317,318,0.003154574,-8.308339091
1,Mixed-Populations,m6,6,6,33.21928095,5,4,402,406,0.009950249,-6.651051656
2,Single-Clone,m1,1,7,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Clone,p2,2,8,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Clone,m4,4,9,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Clone,m5,-5,10,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Clone,p5,5,11,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Clone,m6,6,12,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Population,m1,1,7,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Population,p2,2,8,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Population,m4,4,9,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,33.21928095,5,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,33.21928095,5,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,33.21928095,5,159,195,354,0.815384615,-0.294447359
2,Mixed-Clones,p2,2,8,33.21928095,5,160,255,415,0.62745098,-0.672425343
2,Mixed-Clones,m4,4,9,33.21928095,5,153,170,323,0.9,-0.152003093
2,Mixed-Clones,m5,-5,10,33.21928095,5,163,216,379,0.75462963,-0.406159347
2,Mixed-Clones,p5,5,11,33.21928095,5,128,244,372,0.524590164,-0.930737337
2,Mixed-Clones,m6,6,12,33.21928095,5,200,265,465,0.754716981,-0.40599236
2,Mixed-Populations,m1,1,7,33.21928095,5,1,331,332,0.003021148,-8.370687424
2,Mixed-Populations,p2,2,8,33.21928095,5,2,209,211,0.009569378,-6.707359131
2,Mixed-Populations,m4,4,9,33.21928095,5,3,409,412,0.007334963,-7.090994596
2,Mixed-Populations,m5,-5,10,33.21928095,5,2,336,338,0.005952381,-7.392317411
2,Mixed-Populations,p5,5,11,33.21928095,5,3,332,335,0.009036145,-6.790076863
2,Mixed-Populations,m6,6,12,33.21928095,5,2,357,359,0.005602241,-7.479780237
3,Single-Clone,m1,1,13,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Clone,p2,2,14,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Clone,m4,4,15,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Clone,m5,-5,16,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Clone,p5,5,17,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Clone,m6,6,18,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Population,m5,-5,16,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Population,p5,5,17,33.21928095,5,NA,NA,NA,NA,NA
3,Single-Population,m6,6,18,33.21928095,5,NA,NA,NA,NA,NA
3,Mixed-Clones,m1,1,13,33.21928095,5,191,235,426,0.812765957,-0.299088119
3,Mixed-Clones,p2,2,14,33.21928095,5,194,158,352,1.227848101,0.296132094
3,Mixed-Clones,m4,4,15,33.21928095,5,165,311,476,0.530546624,-0.914448555
3,Mixed-Clones,m5,-5,16,33.21928095,5,155,163,318,0.950920245,-0.07260375
3,Mixed-Clones,p5,5,17,33.21928095,5,159,221,380,0.719457014,-0.475019603
3,Mixed-Clones,m6,6,18,33.21928095,5,209,179,388,1.167597765,0.223543354
3,Mixed-Populations,m1,1,13,33.21928095,5,4,378,382,0.010582011,-6.562242367
3,Mixed-Populations,p2,2,14,33.21928095,5,4,405,409,0.009876543,-6.661778128
3,Mixed-Populations,m4,4,15,33.21928095,5,5,382,387,0.013089005,-6.255500759
3,Mixed-Populations,m5,-5,16,33.21928095,5,5,317,322,0.015772871,-5.986410904
3,Mixed-Populations,p5,5,17,33.21928095,5,1,365,366,0.002739726,-8.511752668
3,Mixed-Populations,m6,6,18,33.21928095,5,5,424,429,0.011792453,-6.405992339
1,Single-Clone,m1,1,1,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,46.50699333,7,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,46.50699333,7,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,46.50699333,7,126,227,353,0.555066079,-0.849268565
1,Mixed-Clones,p2,2,2,46.50699333,7,158,193,351,0.81865285,-0.288676289
1,Mixed-Clones,m4,4,3,46.50699333,7,78,234,312,0.333333333,-1.584962502
1,Mixed-Clones,m5,-5,4,46.50699333,7,130,240,370,0.541666667,-0.884522782
1,Mixed-Clones,p5,5,5,46.50699333,7,53,241,294,0.219917012,-2.184968885
1,Mixed-Clones,m6,6,6,46.50699333,7,150,189,339,0.793650794,-0.333423733
1,Mixed-Populations,m1,1,1,46.50699333,7,5,360,365,0.013888889,-6.16992499
1,Mixed-Populations,p2,2,2,46.50699333,7,1,344,345,0.002906977,-8.426264628
1,Mixed-Populations,m4,4,3,46.50699333,7,1,356,357,0.002808989,-8.47573331
1,Mixed-Populations,m5,-5,4,46.50699333,7,3,342,345,0.00877193,-6.832889985
1,Mixed-Populations,p5,5,5,46.50699333,7,0,139,139,0,NA
1,Mixed-Populations,m6,6,6,46.50699333,7,6,338,344,0.017751479,-5.815916959
2,Single-Clone,m1,1,7,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Clone,p2,2,8,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Clone,m4,4,9,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Clone,m5,-5,10,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Clone,p5,5,11,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Clone,m6,6,12,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Population,m1,1,7,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Population,p2,2,8,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Population,m4,4,9,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,46.50699333,7,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,46.50699333,7,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,46.50699333,7,133,263,396,0.505703422,-0.983636554
2,Mixed-Clones,p2,2,8,46.50699333,7,175,217,392,0.806451613,-0.31034012
2,Mixed-Clones,m4,4,9,46.50699333,7,237,422,659,0.561611374,-0.832355941
2,Mixed-Clones,m5,-5,10,46.50699333,7,92,306,398,0.300653595,-1.733825886
2,Mixed-Clones,p5,5,11,46.50699333,7,110,244,354,0.450819672,-1.149377624
2,Mixed-Clones,m6,6,12,46.50699333,7,95,295,390,0.322033898,-1.634715537
2,Mixed-Populations,m1,1,7,46.50699333,7,2,289,291,0.006920415,-7.174925729
2,Mixed-Populations,p2,2,8,46.50699333,7,6,270,276,0.022222222,-5.491853111
2,Mixed-Populations,m4,4,9,46.50699333,7,5,366,371,0.013661202,-6.193771763
2,Mixed-Populations,m5,-5,10,46.50699333,7,2,328,330,0.006097561,-7.357551999
2,Mixed-Populations,p5,5,11,46.50699333,7,1,286,287,0.003496503,-8.159871542
2,Mixed-Populations,m6,6,12,46.50699333,7,4,354,358,0.011299435,-6.467605554
3,Single-Clone,m1,1,13,46.50699333,7,NA,NA,NA,NA,NA
3,Single-Clone,p2,2,14,46.50699333,7,NA,NA,NA,NA,NA
3,Single-Clone,m4,4,15,46.50699333,7,NA,NA,NA,NA,NA
3,Single-Clone,m5,-5,16,46.50699333,7,NA,NA,NA,NA,NA
3,Single-Clone,p5,5,17,46.50699333,7,NA,NA,NA,NA,NA
3,Single-Clone,m6,6,18,46.50699333,7,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,46.50699333,7,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,46.50699333,7,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,46.50699333,7,NA,NA,NA,NA,NA
