Rep,Treatment,Line2,Line,Line3,Generation,T,Red,White,CFU,ratioRW,log2ratio
2,Single-Population,m4,4,9,219.2472543,33,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,219.2472543,33,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,219.2472543,33,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,219.2472543,33,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,219.2472543,33,NA,0,NA,NA,NA
2,Mixed-Clones,p2,2,8,219.2472543,33,NA,0,NA,NA,NA
2,Mixed-Clones,m4,4,9,219.2472543,33,NA,0,NA,NA,NA
2,Mixed-Clones,m5,-5,10,219.2472543,33,NA,0,NA,NA,NA
2,Mixed-Clones,p5,5,11,219.2472543,33,NA,0,NA,NA,NA
2,Mixed-Clones,m6,6,12,219.2472543,33,NA,0,NA,NA,NA
2,Mixed-Populations,m1,1,7,219.2472543,33,1,528,529,0.001893939,-9.044394419
2,Mixed-Populations,p2,2,8,219.2472543,33,102,462,564,0.220779221,-2.179323698
2,Mixed-Populations,m4,4,9,219.2472543,33,347,313,660,1.108626198,0.148773006
2,Mixed-Populations,m5,-5,10,219.2472543,33,90,375,465,0.24,-2.058893689
2,Mixed-Populations,p5,5,11,219.2472543,33,423,102,525,4.147058824,2.052088511
2,Mixed-Populations,m6,6,12,219.2472543,33,28,593,621,0.047217538,-4.404533371
3,Single-Clone,m1,1,13,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Clone,p2,2,14,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Clone,m4,4,15,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Clone,m5,-5,16,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Clone,p5,5,17,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Clone,m6,6,18,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Population,m5,-5,16,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Population,p5,5,17,219.2472543,33,NA,NA,NA,NA,NA
3,Single-Population,m6,6,18,219.2472543,33,NA,NA,NA,NA,NA
3,Mixed-Clones,m1,1,13,219.2472543,33,NA,0,NA,NA,NA
3,Mixed-Clones,p2,2,14,219.2472543,33,NA,0,NA,NA,NA
3,Mixed-Clones,m4,4,15,219.2472543,33,981,1,982,981,9.938109326
3,Mixed-Clones,m5,-5,16,219.2472543,33,NA,0,NA,NA,NA
3,Mixed-Clones,p5,5,17,219.2472543,33,NA,0,NA,NA,NA
3,Mixed-Clones,m6,6,18,219.2472543,33,NA,0,NA,NA,NA
3,Mixed-Populations,m1,1,13,219.2472543,33,962,20,982,48.1,5.587964989
3,Mixed-Populations,p2,2,14,219.2472543,33,953,27,980,35.2962963,5.141444902
3,Mixed-Populations,m4,4,15,219.2472543,33,383,145,528,2.64137931,1.401291492
3,Mixed-Populations,m5,-5,16,219.2472543,33,318,134,452,2.373134328,1.246793765
3,Mixed-Populations,p5,5,17,219.2472543,33,467,68,535,6.867647059,2.779815898
3,Mixed-Populations,m6,6,18,219.2472543,33,965,41,1006,23.53658537,4.556833128
1,Single-Clone,m1,1,1,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,239.1788228,36,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,239.1788228,36,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,239.1788228,36,203,0,203,NA,NA
1,Mixed-Clones,p2,2,2,239.1788228,36,288,0,288,NA,NA
1,Mixed-Clones,m4,4,3,239.1788228,36,327,0,327,NA,NA
1,Mixed-Clones,m5,-5,4,239.1788228,36,311,0,311,NA,NA
1,Mixed-Clones,p5,5,5,239.1788228,36,360,0,360,NA,NA
1,Mixed-Clones,m6,6,6,239.1788228,36,248,0,248,NA,NA
1,Mixed-Populations,m1,1,1,239.1788228,36,365,6,371,60.83333333,5.926790153
1,Mixed-Populations,p2,2,2,239.1788228,36,123,266,389,0.462406015,-1.11276793
1,Mixed-Populations,m4,4,3,239.1788228,36,273,66,339,4.136363636,2.048363021
1,Mixed-Populations,m5,-5,4,239.1788228,36,1,232,233,0.004310345,-7.857980937
1,Mixed-Populations,p5,5,5,239.1788228,36,232,41,273,5.658536585,2.50042899
1,Mixed-Populations,m6,6,6,239.1788228,36,2,202,204,0.00990099,-6.658211497
2,Single-Clone,m1,1,7,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Clone,p2,2,8,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Clone,m4,4,9,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Clone,m5,-5,10,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Clone,p5,5,11,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Clone,m6,6,12,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Population,m1,1,7,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Population,p2,2,8,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Population,m4,4,9,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,239.1788228,36,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,239.1788228,36,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,239.1788228,36,386,NA,386,NA,NA
2,Mixed-Clones,p2,2,8,239.1788228,36,243,0,243,NA,NA
2,Mixed-Clones,m4,4,9,239.1788228,36,307,0,307,NA,NA
2,Mixed-Clones,m5,-5,10,239.1788228,36,348,0,348,NA,NA
2,Mixed-Clones,p5,5,11,239.1788228,36,340,0,340,NA,NA
2,Mixed-Clones,m6,6,12,239.1788228,36,293,0,293,NA,NA
2,Mixed-Populations,m1,1,7,239.1788228,36,0,162,162,0,NA
2,Mixed-Populations,p2,2,8,239.1788228,36,58,126,184,0.46031746,-1.119298929
2,Mixed-Populations,m4,4,9,239.1788228,36,54,130,184,0.415384615,-1.267480312
2,Mixed-Populations,m5,-5,10,239.1788228,36,19,188,207,0.10106383,-3.306661335
2,Mixed-Populations,p5,5,11,239.1788228,36,156,61,217,2.557377049,1.354664881
2,Mixed-Populations,m6,6,12,239.1788228,36,1,105,106,0.00952381,-6.714245446
3,Single-Clone,m1,1,13,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Clone,p2,2,14,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Clone,m4,4,15,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Clone,m5,-5,16,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Clone,p5,5,17,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Clone,m6,6,18,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Population,m5,-5,16,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Population,p5,5,17,239.1788228,36,NA,NA,NA,NA,NA
3,Single-Population,m6,6,18,239.1788228,36,NA,NA,NA,NA,NA
3,Mixed-Clones,m1,1,13,239.1788228,36,311,0,311,NA,NA
3,Mixed-Clones,p2,2,14,239.1788228,36,267,0,267,NA,NA
3,Mixed-Clones,m4,4,15,239.1788228,36,334,0,334,NA,NA
3,Mixed-Clones,m5,-5,16,239.1788228,36,432,0,432,NA,NA
3,Mixed-Clones,p5,5,17,239.1788228,36,283,0,283,NA,NA
3,Mixed-Clones,m6,6,18,239.1788228,36,373,0,373,NA,NA
3,Mixed-Populations,m1,1,13,239.1788228,36,114,32,146,3.5625,1.832890014
3,Mixed-Populations,p2,2,14,239.1788228,36,271,7,278,38.71428571,5.274794119
3,Mixed-Populations,m4,4,15,239.1788228,36,159,108,267,1.472222222,0.557995453
3,Mixed-Populations,m5,-5,16,239.1788228,36,105,115,220,0.913043478,-0.131244534
3,Mixed-Populations,p5,5,17,239.1788228,36,225,72,297,3.125,1.64385619
3,Mixed-Populations,m6,6,18,239.1788228,36,68,58,126,1.172413793,0.229481846
1,Single-Clone,m1,1,1,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,259.1103914,39,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,259.1103914,39,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,259.1103914,39,NA,0,NA,NA,NA
1,Mixed-Clones,p2,2,2,259.1103914,39,NA,0,NA,NA,NA
1,Mixed-Clones,m4,4,3,259.1103914,39,NA,0,NA,NA,NA
1,Mixed-Clones,m5,-5,4,259.1103914,39,NA,0,NA,NA,NA
1,Mixed-Clones,p5,5,5,259.1103914,39,NA,0,NA,NA,NA
1,Mixed-Clones,m6,6,6,259.1103914,39,NA,0,NA,NA,NA
1,Mixed-Populations,m1,1,1,259.1103914,39,183,6,189,30.5,4.930737338
1,Mixed-Populations,p2,2,2,259.1103914,39,104,132,236,0.787878788,-0.343954401
1,Mixed-Populations,m4,4,3,259.1103914,39,141,28,169,5.035714286,2.33219643
1,Mixed-Populations,m5,-5,4,259.1103914,39,0,NA,NA,NA,NA
1,Mixed-Populations,p5,5,5,259.1103914,39,415,19,434,21.84210526,4.449040013
1,Mixed-Populations,m6,6,6,259.1103914,39,5,190,195,0.026315789,-5.247927539
2,Single-Clone,m1,1,7,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Clone,p2,2,8,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Clone,m4,4,9,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Clone,m5,-5,10,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Clone,p5,5,11,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Clone,m6,6,12,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Population,m1,1,7,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Population,p2,2,8,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Population,m4,4,9,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,259.1103914,39,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,259.1103914,39,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,259.1103914,39,NA,0,NA,NA,NA
2,Mixed-Clones,p2,2,8,259.1103914,39,NA,0,NA,NA,NA
2,Mixed-Clones,m4,4,9,259.1103914,39,NA,0,NA,NA,NA
2,Mixed-Clones,m5,-5,10,259.1103914,39,NA,NA,NA,NA,NA
2,Mixed-Clones,p5,5,11,259.1103914,39,NA,0,NA,NA,NA
2,Mixed-Clones,m6,6,12,259.1103914,39,NA,0,NA,NA,NA
2,Mixed-Populations,m1,1,7,259.1103914,39,0,NA,NA,NA,NA
2,Mixed-Populations,p2,2,8,259.1103914,39,81,96,177,0.84375,-0.245112498
2,Mixed-Populations,m4,4,9,259.1103914,39,55,87,142,0.632183908,-0.661583782
2,Mixed-Populations,m5,-5,10,259.1103914,39,88,126,214,0.698412698,-0.517848306
2,Mixed-Populations,p5,5,11,259.1103914,39,202,45,247,4.488888889,2.166358386
2,Mixed-Populations,m6,6,12,259.1103914,39,187,105,292,1.780952381,0.832648942
3,Single-Clone,m1,1,13,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Clone,p2,2,14,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Clone,m4,4,15,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Clone,m5,-5,16,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Clone,p5,5,17,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Clone,m6,6,18,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Population,m5,-5,16,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Population,p5,5,17,259.1103914,39,NA,NA,NA,NA,NA
3,Single-Population,m6,6,18,259.1103914,39,NA,NA,NA,NA,NA
3,Mixed-Clones,m1,1,13,259.1103914,39,NA,0,NA,NA,NA
3,Mixed-Clones,p2,2,14,259.1103914,39,NA,0,NA,NA,NA
3,Mixed-Clones,m4,4,15,259.1103914,39,NA,0,NA,NA,NA
3,Mixed-Clones,m5,-5,16,259.1103914,39,NA,0,NA,NA,NA
3,Mixed-Clones,p5,5,17,259.1103914,39,635,1,636,635,9.310612782
3,Mixed-Clones,m6,6,18,259.1103914,39,NA,0,NA,NA,NA
3,Mixed-Populations,m1,1,13,259.1103914,39,386,149,535,2.590604027,1.373288517
3,Mixed-Populations,p2,2,14,259.1103914,39,433,20,453,21.65,4.43629512
3,Mixed-Populations,m4,4,15,259.1103914,39,335,301,636,1.112956811,0.154397609
3,Mixed-Populations,m5,-5,16,259.1103914,39,276,428,704,0.644859813,-0.63294253
3,Mixed-Populations,p5,5,17,259.1103914,39,418,203,621,2.0591133,1.042023215
3,Mixed-Populations,m6,6,18,259.1103914,39,513,201,714,2.552238806,1.351763324
1,Single-Clone,m1,1,1,279.04196,42,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,279.04196,42,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,279.04196,42,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,279.04196,42,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,279.04196,42,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,279.04196,42,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,279.04196,42,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,279.04196,42,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,279.04196,42,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,279.04196,42,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,279.04196,42,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,279.04196,42,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,279.04196,42,NA,0,NA,NA,NA
1,Mixed-Clones,p2,2,2,279.04196,42,NA,0,NA,NA,NA
1,Mixed-Clones,m4,4,3,279.04196,42,NA,0,NA,NA,NA
1,Mixed-Clones,m5,-5,4,279.04196,42,NA,0,NA,NA,NA
1,Mixed-Clones,p5,5,5,279.04196,42,NA,0,NA,NA,NA
1,Mixed-Clones,m6,6,6,279.04196,42,435,1,436,435,8.764871591
1,Mixed-Populations,m1,1,1,279.04196,42,288,5,293,57.6,5.847996907
1,Mixed-Populations,p2,2,2,279.04196,42,200,131,331,1.526717557,0.610433188
1,Mixed-Populations,m4,4,3,279.04196,42,257,25,282,10.28,3.361768359
1,Mixed-Populations,m5,-5,4,279.04196,42,2,128,130,0.015625,-6
1,Mixed-Populations,p5,5,5,279.04196,42,164,29,193,5.655172414,2.49957101
1,Mixed-Populations,m6,6,6,279.04196,42,2,124,126,0.016129032,-5.954196333
2,Single-Clone,m1,1,7,279.04196,42,NA,NA,NA,NA,NA
2,Single-Clone,p2,2,8,279.04196,42,NA,NA,NA,NA,NA
2,Single-Clone,m4,4,9,279.04196,42,NA,NA,NA,NA,NA
2,Single-Clone,m5,-5,10,279.04196,42,NA,NA,NA,NA,NA
2,Single-Clone,p5,5,11,279.04196,42,NA,NA,NA,NA,NA
2,Single-Clone,m6,6,12,279.04196,42,NA,NA,NA,NA,NA
2,Single-Population,m1,1,7,279.04196,42,NA,NA,NA,NA,NA
2,Single-Population,p2,2,8,279.04196,42,NA,NA,NA,NA,NA
2,Single-Population,m4,4,9,279.04196,42,NA,NA,NA,NA,NA
2,Single-Population,m5,-5,10,279.04196,42,NA,NA,NA,NA,NA
2,Single-Population,p5,5,11,279.04196,42,NA,NA,NA,NA,NA
2,Single-Population,m6,6,12,279.04196,42,NA,NA,NA,NA,NA
2,Mixed-Clones,m1,1,7,279.04196,42,NA,0,NA,NA,NA
2,Mixed-Clones,p2,2,8,279.04196,42,NA,0,NA,NA,NA
2,Mixed-Clones,m4,4,9,279.04196,42,NA,0,NA,NA,NA
2,Mixed-Clones,m5,-5,10,279.04196,42,NA,0,NA,NA,NA
2,Mixed-Clones,p5,5,11,279.04196,42,NA,0,NA,NA,NA
2,Mixed-Clones,m6,6,12,279.04196,42,NA,0,NA,NA,NA
2,Mixed-Populations,m1,1,7,279.04196,42,0,NA,NA,NA,NA
2,Mixed-Populations,p2,2,8,279.04196,42,6,93,99,0.064516129,-3.954196311
2,Mixed-Populations,m4,4,9,279.04196,42,34,84,118,0.404761905,-1.304854581
2,Mixed-Populations,m5,-5,10,279.04196,42,32,169,201,0.189349112,-2.40087944
2,Mixed-Populations,p5,5,11,279.04196,42,246,42,288,5.857142857,2.550197083
2,Mixed-Populations,m6,6,12,279.04196,42,31,135,166,0.22962963,-2.122619284
3,Single-Clone,m1,1,13,279.04196,42,NA,NA,NA,NA,NA
3,Single-Clone,p2,2,14,279.04196,42,NA,NA,NA,NA,NA
3,Single-Clone,m4,4,15,279.04196,42,NA,NA,NA,NA,NA
3,Single-Clone,m5,-5,16,279.04196,42,NA,NA,NA,NA,NA
3,Single-Clone,p5,5,17,279.04196,42,NA,NA,NA,NA,NA
3,Single-Clone,m6,6,18,279.04196,42,NA,NA,NA,NA,NA
3,Single-Population,m1,1,13,279.04196,42,NA,NA,NA,NA,NA
3,Single-Population,p2,2,14,279.04196,42,NA,NA,NA,NA,NA
3,Single-Population,m4,4,15,279.04196,42,NA,NA,NA,NA,NA
3,Single-Population,m5,-5,16,279.04196,42,NA,NA,NA,NA,NA
3,Single-Population,p5,5,17,279.04196,42,NA,NA,NA,NA,NA
3,Single-Population,m6,6,18,279.04196,42,NA,NA,NA,NA,NA
3,Mixed-Clones,m1,1,13,279.04196,42,NA,0,NA,NA,NA
3,Mixed-Clones,p2,2,14,279.04196,42,NA,0,NA,NA,NA
3,Mixed-Clones,m4,4,15,279.04196,42,NA,0,NA,NA,NA
3,Mixed-Clones,m5,-5,16,279.04196,42,NA,0,NA,NA,NA
3,Mixed-Clones,p5,5,17,279.04196,42,NA,0,NA,NA,NA
3,Mixed-Clones,m6,6,18,279.04196,42,NA,0,NA,NA,NA
3,Mixed-Populations,m1,1,13,279.04196,42,78,74,152,1.054054054,0.075948853
3,Mixed-Populations,p2,2,14,279.04196,42,140,15,155,9.333333333,3.222392421
3,Mixed-Populations,m4,4,15,279.04196,42,180,147,327,1.224489796,0.292180752
3,Mixed-Populations,m5,-5,16,279.04196,42,44,148,192,0.297297297,-1.750021748
3,Mixed-Populations,p5,5,17,279.04196,42,257,79,336,3.253164557,1.701843801
3,Mixed-Populations,m6,6,18,279.04196,42,258,103,361,2.504854369,1.324726728
1,Single-Clone,m1,1,1,298.9735285,45,438,0,438,NA,NA
1,Single-Clone,p2,2,2,298.9735285,45,0,320,320,0,NA
1,Single-Clone,m4,4,3,298.9735285,45,97,0,97,NA,NA
1,Single-Clone,m5,-5,4,298.9735285,45,297,0,297,NA,NA
1,Single-Clone,p5,5,5,298.9735285,45,0,291,291,0,NA
1,Single-Clone,m6,6,6,298.9735285,45,188,0,188,NA,NA
1,Single-Population,m1,1,1,298.9735285,45,324,0,324,NA,NA
1,Single-Population,p2,2,2,298.9735285,45,0,198,198,0,NA
1,Single-Population,m4,4,3,298.9735285,45,80,0,80,NA,NA
1,Single-Population,m5,-5,4,298.9735285,45,384,0,384,NA,NA
1,Single-Population,p5,5,5,298.9735285,45,0,247,247,0,NA
1,Single-Population,m6,6,6,298.9735285,45,251,0,251,NA,NA
1,Mixed-Clones,m1,1,1,298.9735285,45,654,0,654,NA,NA
1,Mixed-Clones,p2,2,2,298.9735285,45,805,0,805,NA,NA
1,Mixed-Clones,m4,4,3,298.9735285,45,457,0,457,NA,NA
1,Mixed-Clones,m5,-5,4,298.9735285,45,687,1,688,687,NA
1,Mixed-Clones,p5,5,5,298.9735285,45,354,0,354,NA,NA
1,Mixed-Clones,m6,6,6,298.9735285,45,364,0,364,NA,NA
1,Mixed-Populations,m1,1,1,298.9735285,45,458,5,463,91.6,6.517275693
1,Mixed-Populations,p2,2,2,298.9735285,45,373,127,500,2.937007874,1.554347133
1,Mixed-Populations,m4,4,3,298.9735285,45,545,37,582,14.72972973,3.880659054
1,Mixed-Populations,m5,-5,4,298.9735285,45,2,324,326,0.00617284,-7.339849887
1,Mixed-Populations,p5,5,5,298.9735285,45,347,68,415,5.102941176,2.351329011
1,Mixed-Populations,m6,6,6,298.9735285,45,4,255,259,0.015686275,-5.994353392
2,Single-Clone,m1,1,7,298.9735285,45,283,0,283,NA,NA
2,Single-Clone,p2,2,8,298.9735285,45,0,239,239,0,NA
2,Single-Clone,m4,4,9,298.9735285,45,61,0,61,NA,NA
2,Single-Clone,m5,-5,10,298.9735285,45,381,0,381,NA,NA
2,Single-Clone,p5,5,11,298.9735285,45,0,257,257,0,NA
2,Single-Clone,m6,6,12,298.9735285,45,223,0,223,NA,NA
2,Single-Population,m1,1,7,298.9735285,45,231,0,231,NA,NA
2,Single-Population,p2,2,8,298.9735285,45,0,184,184,0,NA
2,Single-Population,m4,4,9,298.9735285,45,41,0,41,NA,NA
2,Single-Population,m5,-5,10,298.9735285,45,338,0,338,NA,NA
2,Single-Population,p5,5,11,298.9735285,45,0,243,243,0,NA
2,Single-Population,m6,6,12,298.9735285,45,378,0,378,NA,NA
2,Mixed-Clones,m1,1,7,298.9735285,45,NA,0,NA,NA,NA
2,Mixed-Clones,p2,2,8,298.9735285,45,NA,0,NA,NA,NA
2,Mixed-Clones,m4,4,9,298.9735285,45,NA,0,NA,NA,NA
2,Mixed-Clones,m5,-5,10,298.9735285,45,188,1,189,188,7.554588852
2,Mixed-Clones,p5,5,11,298.9735285,45,NA,0,NA,NA,NA
2,Mixed-Clones,m6,6,12,298.9735285,45,NA,0,NA,NA,NA
2,Mixed-Populations,m1,1,7,298.9735285,45,0,NA,NA,NA,NA
2,Mixed-Populations,p2,2,8,298.9735285,45,11,71,82,0.154929577,-2.690315505
2,Mixed-Populations,m4,4,9,298.9735285,45,33,46,79,0.717391304,-0.479167837
2,Mixed-Populations,m5,-5,10,298.9735285,45,6,95,101,0.063157895,-3.984893102
2,Mixed-Populations,p5,5,11,298.9735285,45,151,15,166,10.06666667,3.331514144
2,Mixed-Populations,m6,6,12,298.9735285,45,18,87,105,0.206896552,-2.273018492
3,Single-Clone,m1,1,13,298.9735285,45,178,0,178,NA,NA
3,Single-Clone,p2,2,14,298.9735285,45,0,155,155,0,NA
3,Single-Clone,m4,4,15,298.9735285,45,13,0,13,NA,NA
3,Single-Clone,m5,-5,16,298.9735285,45,323,0,323,NA,NA
3,Single-Clone,p5,5,17,298.9735285,45,0,126,126,0,NA
3,Single-Clone,m6,6,18,298.9735285,45,72,0,72,NA,NA
3,Single-Population,m1,1,13,298.9735285,45,131,0,131,NA,NA
3,Single-Population,p2,2,14,298.9735285,45,0,119,119,0,NA
3,Single-Population,m4,4,15,298.9735285,45,81,0,81,NA,NA
3,Single-Population,m5,-5,16,298.9735285,45,335,0,335,NA,NA
3,Single-Population,p5,5,17,298.9735285,45,0,154,154,0,NA
3,Single-Population,m6,6,18,298.9735285,45,195,0,195,NA,NA
3,Mixed-Clones,m1,1,13,298.9735285,45,NA,0,NA,NA,NA
3,Mixed-Clones,p2,2,14,298.9735285,45,NA,0,NA,NA,NA
3,Mixed-Clones,m4,4,15,298.9735285,45,NA,0,NA,NA,NA
3,Mixed-Clones,m5,-5,16,298.9735285,45,NA,0,NA,NA,NA
3,Mixed-Clones,p5,5,17,298.9735285,45,NA,0,NA,NA,NA
3,Mixed-Clones,m6,6,18,298.9735285,45,NA,0,NA,NA,NA
3,Mixed-Populations,m1,1,13,298.9735285,45,104,62,166,1.677419355,0.746243408
3,Mixed-Populations,p2,2,14,298.9735285,45,111,13,124,8.538461538,3.093976148
3,Mixed-Populations,m4,4,15,298.9735285,45,106,64,170,1.65625,0.727920455
3,Mixed-Populations,m5,-5,16,298.9735285,45,35,213,248,0.164319249,-2.605426602
3,Mixed-Populations,p5,5,17,298.9735285,45,126,13,139,9.692307692,3.276840205
3,Mixed-Populations,m6,6,18,298.9735285,45,112,46,158,2.434782609,1.283792966
1,Single-Clone,m1,1,1,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Clone,p2,2,2,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Clone,m4,4,3,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Clone,m5,-5,4,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Clone,p5,5,5,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Clone,m6,6,6,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Population,m1,1,1,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Population,p2,2,2,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Population,m4,4,3,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Population,m5,-5,4,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Population,p5,5,5,332.1928095,50,NA,NA,NA,NA,NA
1,Single-Population,m6,6,6,332.1928095,50,NA,NA,NA,NA,NA
1,Mixed-Clones,m1,1,1,332.1928095,50,NA,0,NA,NA,NA
1,Mixed-Clones,p2,2,2,332.1928095,50,NA,0,NA,NA,NA
1,Mixed-Clones,m4,4,3,332.1928095,50,704,1,705,704,NA
1,Mixed-Clones,m5,-5,4,332.1928095,50,NA,0,NA,NA,NA
1,Mixed-Clones,p5,5,5,332.1928095,50,343,2,345,171.5,7.422064766
1,Mixed-Clones,m6,6,6,332.1928095,50,NA,0,NA,NA,NA
1,Mixed-Populations,m1,1,1,332.1928095,50,393,4,397,98.25,6.618385502
1,Mixed-Populations,p2,2,2,332.1928095,50,172,27,199,6.37037037,2.671377252
1,Mixed-Populations,m4,4,3,332.1928095,50,243,17,260,14.29411765,3.837349663
1,Mixed-Populations,m5,-5,4,332.1928095,50,1,149,150,0.006711409,-7.219168606
1,Mixed-Populations,p5,5,5,332.1928095,50,199,57,256,3.49122807,1.803734606
